sequenceID	taxonomy	locus_numeric_id	classifier	taxonomy.locus_numeric_id	organism	erv_structure	original	locus_structure	sequence_length	scaffold	orientation	extract_start	extract_end	assigned_name	subject_start	subject_end	query_start	query_end	align_len	bitscore	identity	evalue_num	evalue_exp	gap_openings
ERV-ELVpc.3-Pedetes_capensis-provirus	ELVpc	3	ERV	ELVpc.3	Pedetes_capensis	provirus	3	gag[RELIK(-)]	714	VMDO01082106.1	-	284	997	ELVpc	532	759	1	684	228	353	78.947	3.68	115	0
ERV-ELVpc.4-Pedetes_capensis-provirus	ELVpc	4	ERV	ELVpc.4	Pedetes_capensis	provirus	4	gag[FIVpco(-)]	711	VMDO01088624.1	-	445	1155	ELVpc	476	712	1	711	237	355	78.481	6.77	116	0
ERV-ELVpc.5-Pedetes_capensis-LTR	ELVpc	5	ERV	ELVpc.5	Pedetes_capensis	solo LTR	5	LTR-II[ELVpc(-)]-LTR-II[ELVpc(-)]	532	VMDO01003809.1	-	37454	37985	ELVpc	75	160	266	532	91	89.4	62.637	1.05	37	2
ERV-ELVpc.6-Pedetes_capensis-LTR	ELVpc	6	ERV	ELVpc.6	Pedetes_capensis	solo LTR	6	LTR-II[ELVpc(-)]-LTR-I[ELVpc(-)]	519	VMDO01001729.1	-	65134	65652	ELVpc	4	99	9	335	110	99.8	55.455	2.44	27	3
ERV-ELVpc.7-Pedetes_capensis-LTR	ELVpc	7	ERV	ELVpc.7	Pedetes_capensis	solo LTR	7	LTR-II[ELVpc(-)]	518	VMDO01000177.1	-	341932	342449	ELVpc	4	142	4	465	154	93.6	42.857	4.46	25	2
ERV-ELVpc.8-Pedetes_capensis-LTR	ELVpc	8	ERV	ELVpc.8	Pedetes_capensis	solo LTR	8	LTR-II[ELVpc(+)]-LTR-II[ELVpc(+)]	515	VMDO01004706.1	+	63278	63792	ELVpc	4	152	4	495	166	107	51.205	4.88	30	4
ERV-ELVpc.9-Pedetes_capensis-LTR	ELVpc	9	ERV	ELVpc.9	Pedetes_capensis	solo LTR	9	LTR-II[ELVpc(+)]-LTR-II[ELVpc(+)]	509	VMDO01033064.1	+	3050	3558	ELVpc	4	146	4	474	166	104	45.181	5.46	29	6
ERV-ELVpc.10-Pedetes_capensis-LTR	ELVpc	10	ERV	ELVpc.10	Pedetes_capensis	solo LTR	10	LTR-II[ELVpc(+)]-LTR-II[ELVpc(+)]	502	VMDO01021078.1	+	26179	26680	ELVpc	4	141	4	462	154	95.9	45.455	4.71	26	2
ERV-ELVpc.11-Pedetes_capensis-LTR	ELVpc	11	ERV	ELVpc.11	Pedetes_capensis	solo LTR	11	LTR-I[ELVpc(-)]-LTR-II[ELVpc(-)]	499	VMDO01029971.1	-	518	1016	ELVpc	52	129	176	409	78	93.2	67.949	3.22	30	0
ERV-ELVpc.12-Pedetes_capensis-LTR	ELVpc	12	ERV	ELVpc.12	Pedetes_capensis	solo LTR	12	LTR-I[ELVpc(-)]	495	VMDO01038017.1	-	1048	1542	ELVpc	4	99	9	311	101	89.7	53.465	5.86	24	2
ERV-ELVpc.13-Pedetes_capensis-LTR	ELVpc	13	ERV	ELVpc.13	Pedetes_capensis	solo LTR	13	LTR-II[ELVpc(+)]-LTR-II[ELVpc(+)]	489	VMDO01012839.1	+	31630	32118	ELVpc	4	99	4	330	111	99	52.252	5.96	36	2
ERV-ELVpc.14-Pedetes_capensis-LTR	ELVpc	14	ERV	ELVpc.14	Pedetes_capensis	solo LTR	14	LTR-I[ELVpc(+)]-LTR-I[ELVpc(+)]	489	VMDO01006229.1	+	41369	41857	ELVpc	34	142	106	435	110	108	60	2.05	33	1
ERV-ELVpc.15-Pedetes_capensis-LTR	ELVpc	15	ERV	ELVpc.15	Pedetes_capensis	solo LTR	15	LTR-I[ELVpc(+)]	484	VMDO01001857.1	+	174371	174854	ELVpc	4	94	9	284	92	116	69.565	3	46	1
ERV-ELVpc.16-Pedetes_capensis-LTR	ELVpc	16	ERV	ELVpc.16	Pedetes_capensis	solo LTR	16	LTR-I[ELVpc(+)]	483	VMDO01001488.1	+	108014	108496	ELVpc	34	142	106	435	113	94	53.982	5.84	31	4
ERV-ELVpc.17-Pedetes_capensis-LTR	ELVpc	17	ERV	ELVpc.17	Pedetes_capensis	solo LTR	17	LTR-I[ELVpc(+)]-LTR-I[ELVpc(+)]	481	VMDO01000902.1	+	172296	172776	ELVpc	4	94	9	287	93	94.4	60.215	7.32	41	2
ERV-ELVpc.18-Pedetes_capensis-LTR	ELVpc	18	ERV	ELVpc.18	Pedetes_capensis	solo LTR	18	LTR-I[ELVpc(+)]-LTR-I[ELVpc(+)]	480	VMDO01003412.1	+	3534	4013	ELVpc	5	141	12	425	138	184	75.362	3.11	57	1
ERV-ELVpc.19-Pedetes_capensis-LTR	ELVpc	19	ERV	ELVpc.19	Pedetes_capensis	solo LTR	19	LTR-I[ELVpc(-)]	480	VMDO01014328.1	-	8830	9309	ELVpc	39	160	118	480	127	90.5	55.118	3.17	24	3
ERV-ELVpc.20-Pedetes_capensis-LTR	ELVpc	20	ERV	ELVpc.20	Pedetes_capensis	solo LTR	20	LTR-I[ELVpc(+)]	480	VMDO01076763.1	+	478	957	ELVpc	4	94	9	281	95	123	68.421	3.97	50	2
ERV-ELVpc.21-Pedetes_capensis-LTR	ELVpc	21	ERV	ELVpc.21	Pedetes_capensis	solo LTR	21	LTR-I[ELVpc(-)]	480	VMDO01035581.1	-	11304	11783	ELVpc	4	86	9	260	84	86.7	61.905	4.52	38	1
ERV-ELVpc.22-Pedetes_capensis-LTR	ELVpc	22	ERV	ELVpc.22	Pedetes_capensis	solo LTR	22	LTR-I[ELVpc(+)]-LTR-I[ELVpc(+)]	480	VMDO01038371.1	+	11809	12288	ELVpc	5	94	12	281	90	106	67.778	7.47	45	0
ERV-ELVpc.23-Pedetes_capensis-LTR	ELVpc	23	ERV	ELVpc.23	Pedetes_capensis	solo LTR	23	LTR-I[ELVpc(+)]	475	VMDO01003730.1	+	65801	66275	ELVpc	92	158	269	469	67	87	74.627	4.77	33	0
ERV-ELVpc.24-Pedetes_capensis-LTR	ELVpc	24	ERV	ELVpc.24	Pedetes_capensis	solo LTR	24	LTR-I[ELVpc(+)]-LTR-I[ELVpc(+)]	473	VMDO01046849.1	+	1434	1906	ELVpc	53	160	150	473	108	139	73.148	1.1	53	0
ERV-ELVpc.25-Pedetes_capensis-LTR	ELVpc	25	ERV	ELVpc.25	Pedetes_capensis	solo LTR	25	LTR-I[ELVpc(+)]	472	VMDO01015080.1	+	21755	22226	ELVpc	1	94	1	279	96	113	65.625	7.22	42	3
ERV-ELVpc.26-Pedetes_capensis-LTR	ELVpc	26	ERV	ELVpc.26	Pedetes_capensis	solo LTR	26	LTR-I[ELVpc(-)]-LTR-I[ELVpc(-)]	471	VMDO01006477.1	-	11857	12327	ELVpc	66	142	189	419	77	99	71.429	3.15	27	0
ERV-ELVpc.27-Pedetes_capensis-LTR	ELVpc	27	ERV	ELVpc.27	Pedetes_capensis	solo LTR	27	LTR-I[ELVpc(+)]-LTR-II[ELVpc(+)]	467	VMDO01007189.1	+	82202	82668	ELVpc	4	95	4	279	100	85.1	52	5.91	37	4
ERV-ELVpc.28-Pedetes_capensis-LTR	ELVpc	28	ERV	ELVpc.28	Pedetes_capensis	solo LTR	28	LTR-I[ELVpc(-)]	463	VMDO01001033.1	-	148080	148542	ELVpc	56	155	131	463	111	118	63.063	3.92	40	1
ERV-ELVpc.29-Pedetes_capensis-LTR	ELVpc	29	ERV	ELVpc.29	Pedetes_capensis	solo LTR	29	LTR-I[ELVpc(-)]-LTR-I[ELVpc(-)]	442	VMDO01105014.1	-	135	576	ELVpc	65	134	151	360	70	82.4	65.714	2.87	23	0
ERV-ELVpc.30-Pedetes_capensis-LTR	ELVpc	30	ERV	ELVpc.30	Pedetes_capensis	solo LTR	30	LTR-I[ELVpc(-)]-LTR-I[ELVpc(-)]	442	VMDO01093846.1	-	410	851	ELVpc	65	134	151	360	70	84.7	67.143	6.43	24	0
ERV-ELVpc.31-Pedetes_capensis-LTR	ELVpc	31	ERV	ELVpc.31	Pedetes_capensis	solo LTR	31	LTR-I[ELVpc(+)]	439	VMDO01085780.1	+	1159	1597	ELVpc	65	134	151	360	70	87	68.571	3.31	23	0
ERV-ELVpc.32-Pedetes_capensis-LTR	ELVpc	32	ERV	ELVpc.32	Pedetes_capensis	solo LTR	32	LTR-II[ELVpc(+)]-LTR-I[ELVpc(+)]-LTR-I[ELVpc(+)]	434	VMDO01012895.1	+	13691	14124	ELVpc	52	149	125	418	98	133	74.49	1.46	39	0
ERV-ELVpc.33-Pedetes_capensis-LTR	ELVpc	33	ERV	ELVpc.33	Pedetes_capensis	solo LTR	33	LTR-II[ELVpc(+)]-LTR-II[ELVpc(+)]	429	VMDO01005449.1	+	1807	2235	ELVpc	4	142	2	376	146	85.9	47.26	6.44	23	5
ERV-ELVpc.34-Pedetes_capensis-LTR	ELVpc	34	ERV	ELVpc.34	Pedetes_capensis	solo LTR	34	LTR-I[ELVpc(-)]-LTR-I[ELVpc(-)]	421	VMDO01003146.1	-	134124	134544	ELVpc	3	141	6	419	143	157	65.734	8.27	48	2
ERV-ELVpc.35-Pedetes_capensis-LTR	ELVpc	35	ERV	ELVpc.35	Pedetes_capensis	solo LTR	35	LTR-I[ELVpc(+)]	408	VMDO01018267.1	+	34458	34865	ELVpc	4	102	9	317	103	121	68.932	6.54	39	2
