sequenceID	record_ID	organism	virus_subgenus	virus_clade	assigned_name	assigned_gene	target_datatype	target_version	target_name	probe_type	scaffold	extract_start	extract_end	sequence_length	orientation	bitscore	identity	evalue_num	evalue_exp	subject_start	subject_end	query_start	query_end	align_len	gap_openings	mismatches
2978953_Oryctolagus_cuniculus	2978953	Oryctolagus_cuniculus	Non-primate	Lagomorph	RELIK	LTR	complete	goldenpath_oryCun2	oryCun2.fa	UTR	chr16	34924390	34924880	491	-	717	92.944	0	1	1	496	1	491	496	3	30
2978878_Oryctolagus_cuniculus	2978878	Oryctolagus_cuniculus	Non-primate	Lagomorph	RELIK	LTR	complete	goldenpath_oryCun2	oryCun2.fa	UTR	chr16	44809739	44810238	500	+	721	92.814	0	1	1	496	1	500	501	4	30
2978963_Oryctolagus_cuniculus	2978963	Oryctolagus_cuniculus	Non-primate	Lagomorph	RELIK	LTR	complete	goldenpath_oryCun2	oryCun2.fa	UTR	chr16	82149059	82149493	435	-	573	90.244	2	167	47	496	1	435	451	4	27
2979004_Oryctolagus_cuniculus	2979004	Oryctolagus_cuniculus	Non-primate	Lagomorph	RELIK	LTR	complete	goldenpath_oryCun2	oryCun2.fa	UTR	chr17	4595285	4595684	400	-	320	88.406	2	91	47	322	1	263	276	3	19
2978827_Oryctolagus_cuniculus	2978827	Oryctolagus_cuniculus	Non-primate	Lagomorph	RELIK	LTR	complete	goldenpath_oryCun2	oryCun2.fa	UTR	chr17	43840829	43841156	328	-	422	89.939	4	122	171	496	1	328	328	2	31
1433409_Oryctolagus_cuniculus	1433409	Oryctolagus_cuniculus	Non-primate	Lagomorph	RELIK	env	complete	goldenpath_oryCun2	oryCun2.fa	ORF	chr17	59887849	59889575	1727	-	699	78.452	0	1	364	826	315	1727	478	5	81
2699289_Oryctolagus_cuniculus	2699289	Oryctolagus_cuniculus	Non-primate	Lagomorph	RELIK	env	complete	goldenpath_oryCun2	oryCun2.fa	ORF	chr17	59889955	59891217	1263	-	325	92.35	2	104	66	246	715	1263	183	1	12
2138814_Oryctolagus_cuniculus	2138814	Oryctolagus_cuniculus	Non-primate	Lagomorph	RELIK	gag	complete	goldenpath_oryCun2	oryCun2.fa	ORF	chr17	59891409	59892348	940	-	405	83.459	2	141	1	266	1	798	266	0	44
2979001_Oryctolagus_cuniculus	2979001	Oryctolagus_cuniculus	Non-primate	Lagomorph	RELIK	LTR	complete	goldenpath_oryCun2	oryCun2.fa	UTR	chr17	60578556	60579000	445	-	436	91.277	2	126	2	322	1	319	321	2	26
2978959_Oryctolagus_cuniculus	2978959	Oryctolagus_cuniculus	Non-primate	Lagomorph	RELIK	LTR	complete	goldenpath_oryCun2	oryCun2.fa	UTR	chr17	61877911	61878407	497	-	739	93.574	0	1	1	496	1	497	498	2	29
2978973_Oryctolagus_cuniculus	2978973	Oryctolagus_cuniculus	Non-primate	Lagomorph	RELIK	LTR	complete	goldenpath_oryCun2	oryCun2.fa	UTR	chr17	63691901	63692362	462	+	436	91.077	2	126	1	322	1	325	325	2	26
2699307_Oryctolagus_cuniculus	2699307	Oryctolagus_cuniculus	Non-primate	Lagomorph	RELIK	gag	complete	goldenpath_oryCun2	oryCun2.fa	ORF	chr18	16862724	16865135	2412	+	746	89.195	0	1	1	472	1	1368	472	1	35
2699315_Oryctolagus_cuniculus	2699315	Oryctolagus_cuniculus	Non-primate	Lagomorph	RELIK	pol	complete	goldenpath_oryCun2	oryCun2.fa	ORF	chr18	16865156	16867229	2074	+	717	92.526	0	1	406	793	34	1191	388	2	27
1433466_Oryctolagus_cuniculus	1433466	Oryctolagus_cuniculus	Non-primate	Lagomorph	RELIK	env	complete	goldenpath_oryCun2	oryCun2.fa	ORF	chr18	16867798	16870088	2291	+	1316	92.144	0	1	121	869	1	2253	751	1	57
2979013_Oryctolagus_cuniculus	2979013	Oryctolagus_cuniculus	Non-primate	Lagomorph	RELIK	LTR	complete	goldenpath_oryCun2	oryCun2.fa	UTR	chr18	43677893	43678406	514	-	449	92	3	130	47	364	21	345	325	1	19
2699305_Oryctolagus_cuniculus	2699305	Oryctolagus_cuniculus	Non-primate	Lagomorph	RELIK	pol	complete	goldenpath_oryCun2	oryCun2.fa	ORF	chr18	43679102	43681631	2530	-	840	94.508	0	1	566	1002	778	2088	437	0	24
2575695_Oryctolagus_cuniculus	2575695	Oryctolagus_cuniculus	Non-primate	Lagomorph	RELIK	gag	complete	goldenpath_oryCun2	oryCun2.fa	ORF	chr18	43689947	43691403	1457	-	335	84	0	1	240	439	707	1303	200	1	31
2978847_Oryctolagus_cuniculus	2978847	Oryctolagus_cuniculus	Non-primate	Lagomorph	RELIK	LTR	complete	goldenpath_oryCun2	oryCun2.fa	UTR	chr18	43691636	43691967	332	-	405	89.157	4	117	1	322	1	332	332	3	26
2978900_Oryctolagus_cuniculus	2978900	Oryctolagus_cuniculus	Non-primate	Lagomorph	RELIK	LTR	complete	goldenpath_oryCun2	oryCun2.fa	UTR	chr18	46961476	46961970	495	+	710	92.54	0	1	1	496	1	495	496	1	36
2978831_Oryctolagus_cuniculus	2978831	Oryctolagus_cuniculus	Non-primate	Lagomorph	RELIK	LTR	complete	goldenpath_oryCun2	oryCun2.fa	UTR	chr18	54034267	54034716	450	+	621	91.556	0	1	47	496	1	450	450	0	38
2978823_Oryctolagus_cuniculus	2978823	Oryctolagus_cuniculus	Non-primate	Lagomorph	RELIK	LTR	complete	goldenpath_oryCun2	oryCun2.fa	UTR	chr18	69711232	69711727	496	+	717	92.757	0	1	1	496	1	496	497	2	34
2978848_Oryctolagus_cuniculus	2978848	Oryctolagus_cuniculus	Non-primate	Lagomorph	RELIK	LTR	complete	goldenpath_oryCun2	oryCun2.fa	UTR	chr19	5170201	5170685	485	+	601	88.978	8	176	1	496	1	485	499	6	38
2979019_Oryctolagus_cuniculus	2979019	Oryctolagus_cuniculus	Non-primate	Lagomorph	RELIK	LTR	complete	goldenpath_oryCun2	oryCun2.fa	UTR	chr19	33154629	33155071	443	-	534	91.753	7	156	109	496	62	443	388	2	26
2979032_Oryctolagus_cuniculus	2979032	Oryctolagus_cuniculus	Non-primate	Lagomorph	RELIK	LTR	complete	goldenpath_oryCun2	oryCun2.fa	UTR	chr19	43221514	43221934	421	+	350	88.581	3	100	34	322	1	287	289	2	31
2978832_Oryctolagus_cuniculus	2978832	Oryctolagus_cuniculus	Non-primate	Lagomorph	RELIK	LTR	complete	goldenpath_oryCun2	oryCun2.fa	UTR	chr2	17043332	17043651	320	-	416	90.09	2	120	47	375	1	320	333	4	16
2978981_Oryctolagus_cuniculus	2978981	Oryctolagus_cuniculus	Non-primate	Lagomorph	RELIK	LTR	complete	goldenpath_oryCun2	oryCun2.fa	UTR	chr2	21559752	21560167	416	+	351	89.606	7	101	47	322	1	279	279	1	26
2978996_Oryctolagus_cuniculus	2978996	Oryctolagus_cuniculus	Non-primate	Lagomorph	RELIK	LTR	complete	goldenpath_oryCun2	oryCun2.fa	UTR	chr2	23965881	23966338	458	+	457	92.26	2	132	1	322	1	322	323	2	23
2978998_Oryctolagus_cuniculus	2978998	Oryctolagus_cuniculus	Non-primate	Lagomorph	RELIK	LTR	complete	goldenpath_oryCun2	oryCun2.fa	UTR	chr2	23995664	23996115	452	-	394	89.198	1	113	1	322	1	314	324	7	23
2978863_Oryctolagus_cuniculus	2978863	Oryctolagus_cuniculus	Non-primate	Lagomorph	RELIK	LTR	complete	goldenpath_oryCun2	oryCun2.fa	UTR	chr2	29783056	29783538	483	+	654	90.964	0	1	1	496	1	483	498	4	28
2978835_Oryctolagus_cuniculus	2978835	Oryctolagus_cuniculus	Non-primate	Lagomorph	RELIK	LTR	complete	goldenpath_oryCun2	oryCun2.fa	UTR	chr2	48829035	48829335	301	+	335	86.667	5	96	183	496	1	301	315	8	27
2978954_Oryctolagus_cuniculus	2978954	Oryctolagus_cuniculus	Non-primate	Lagomorph	RELIK	LTR	complete	goldenpath_oryCun2	oryCun2.fa	UTR	chr2	71788578	71789073	496	+	734	93.36	0	1	1	496	1	496	497	2	31
2575707_Oryctolagus_cuniculus	2575707	Oryctolagus_cuniculus	Non-primate	Lagomorph	RELIK	gag	complete	goldenpath_oryCun2	oryCun2.fa	ORF	chr2	71789214	71791042	1829	+	496	80.488	0	1	155	478	413	1384	328	4	56
2978970_Oryctolagus_cuniculus	2978970	Oryctolagus_cuniculus	Non-primate	Lagomorph	RELIK	LTR	complete	goldenpath_oryCun2	oryCun2.fa	UTR	chr2	110431942	110432359	418	-	405	89.783	6	117	1	320	1	316	323	6	23
2978829_Oryctolagus_cuniculus	2978829	Oryctolagus_cuniculus	Non-primate	Lagomorph	RELIK	LTR	complete	goldenpath_oryCun2	oryCun2.fa	UTR	chr20	19089344	19089801	458	+	595	90.393	3	174	46	496	1	458	458	1	37
2979050_Oryctolagus_cuniculus	2979050	Oryctolagus_cuniculus	Non-primate	Lagomorph	RELIK	LTR	complete	goldenpath_oryCun2	oryCun2.fa	UTR	chr21	5199232	5199818	587	+	688	91.952	0	1	2	496	1	490	497	5	31
2699359_Oryctolagus_cuniculus	2699359	Oryctolagus_cuniculus	Non-primate	Lagomorph	RELIK	gag	complete	goldenpath_oryCun2	oryCun2.fa	ORF	chr21	5199819	5202866	3048	+	499	83.386	0	1	163	478	486	1430	319	3	46
2978921_Oryctolagus_cuniculus	2978921	Oryctolagus_cuniculus	Non-primate	Lagomorph	RELIK	LTR	complete	goldenpath_oryCun2	oryCun2.fa	UTR	chr21	5206221	5206574	354	+	531	93.785	8	155	145	496	1	354	354	2	20
2978977_Oryctolagus_cuniculus	2978977	Oryctolagus_cuniculus	Non-primate	Lagomorph	RELIK	LTR	complete	goldenpath_oryCun2	oryCun2.fa	UTR	chr3	42646851	42647267	417	+	346	89.437	3	99	47	322	1	279	284	5	17
1433399_Oryctolagus_cuniculus	1433399	Oryctolagus_cuniculus	Non-primate	Lagomorph	RELIK	env	complete	goldenpath_oryCun2	oryCun2.fa	ORF	chr3	58756218	58757407	1190	-	614	86.197	0	1	1	355	138	1190	355	1	45
2699325_Oryctolagus_cuniculus	2699325	Oryctolagus_cuniculus	Non-primate	Lagomorph	RELIK	pol	complete	goldenpath_oryCun2	oryCun2.fa	ORF	chr3	58757455	58758258	804	-	427	86.466	1	143	834	1099	1	795	266	1	35
2699358_Oryctolagus_cuniculus	2699358	Oryctolagus_cuniculus	Non-primate	Lagomorph	RELIK	gag	complete	goldenpath_oryCun2	oryCun2.fa	ORF	chr3	58758746	58762344	3599	-	629	85.791	0	1	105	477	303	1403	373	1	47
2978901_Oryctolagus_cuniculus	2978901	Oryctolagus_cuniculus	Non-primate	Lagomorph	RELIK	LTR	complete	goldenpath_oryCun2	oryCun2.fa	UTR	chr3	72687751	72688246	496	-	712	92.57	0	1	1	496	1	496	498	3	33
2978824_Oryctolagus_cuniculus	2978824	Oryctolagus_cuniculus	Non-primate	Lagomorph	RELIK	LTR	complete	goldenpath_oryCun2	oryCun2.fa	UTR	chr3	126057704	126058022	319	-	396	89.062	3	114	178	496	1	319	320	2	33
2978871_Oryctolagus_cuniculus	2978871	Oryctolagus_cuniculus	Non-primate	Lagomorph	RELIK	LTR	complete	goldenpath_oryCun2	oryCun2.fa	UTR	chr3	133435038	133435532	495	-	715	92.742	0	1	1	496	1	495	496	1	35
2979018_Oryctolagus_cuniculus	2979018	Oryctolagus_cuniculus	Non-primate	Lagomorph	RELIK	LTR	complete	goldenpath_oryCun2	oryCun2.fa	UTR	chr3	151004571	151005020	450	+	418	90.432	8	121	1	322	1	316	324	6	21
2978948_Oryctolagus_cuniculus	2978948	Oryctolagus_cuniculus	Non-primate	Lagomorph	RELIK	LTR	complete	goldenpath_oryCun2	oryCun2.fa	UTR	chr4	84068570	84068924	355	+	455	90.169	5	132	1	347	1	355	356	5	25
2978838_Oryctolagus_cuniculus	2978838	Oryctolagus_cuniculus	Non-primate	Lagomorph	RELIK	LTR	complete	goldenpath_oryCun2	oryCun2.fa	UTR	chr4	89436702	89437140	439	-	627	92.222	0	1	47	496	1	439	450	4	24
1433464_Oryctolagus_cuniculus	1433464	Oryctolagus_cuniculus	Non-primate	Lagomorph	RELIK	env	complete	goldenpath_oryCun2	oryCun2.fa	ORF	chr4	89437300	89439752	2453	-	832	90.717	0	1	15	488	1	1422	474	0	44
2699367_Oryctolagus_cuniculus	2699367	Oryctolagus_cuniculus	Non-primate	Lagomorph	RELIK	pol	complete	goldenpath_oryCun2	oryCun2.fa	ORF	chr4	89439920	89440930	1011	-	549	88.358	0	1	778	1109	1	993	335	2	32
2699292_Oryctolagus_cuniculus	2699292	Oryctolagus_cuniculus	Non-primate	Lagomorph	RELIK	pol	complete	goldenpath_oryCun2	oryCun2.fa	ORF	chr4	89440987	89444516	3530	-	677	91.328	0	1	383	751	2406	3512	369	0	32
2979041_Oryctolagus_cuniculus	2979041	Oryctolagus_cuniculus	Non-primate	Lagomorph	RELIK	LTR	complete	goldenpath_oryCun2	oryCun2.fa	UTR	chr4	89444517	89445102	586	-	699	92.339	0	1	1	496	1	489	496	2	31
2978936_Oryctolagus_cuniculus	2978936	Oryctolagus_cuniculus	Non-primate	Lagomorph	RELIK	LTR	complete	goldenpath_oryCun2	oryCun2.fa	UTR	chr5	26952	27447	496	-	667	90.927	0	1	1	496	1	496	496	0	45
1433401_Oryctolagus_cuniculus	1433401	Oryctolagus_cuniculus	Non-primate	Lagomorph	RELIK	env	complete	goldenpath_oryCun2	oryCun2.fa	ORF	chr5	27610	28845	1236	-	352	80.827	6	151	564	828	472	1236	266	2	39
2699342_Oryctolagus_cuniculus	2699342	Oryctolagus_cuniculus	Non-primate	Lagomorph	RELIK	gag	complete	goldenpath_oryCun2	oryCun2.fa	ORF	chr5	28969	33411	4443	-	676	85.995	0	1	74	477	1	1221	407	1	54
2978999_Oryctolagus_cuniculus	2978999	Oryctolagus_cuniculus	Non-primate	Lagomorph	RELIK	LTR	complete	goldenpath_oryCun2	oryCun2.fa	UTR	chr5	33695	34132	438	-	575	92.157	4	168	89	496	32	438	408	1	31
2978993_Oryctolagus_cuniculus	2978993	Oryctolagus_cuniculus	Non-primate	Lagomorph	RELIK	LTR	complete	goldenpath_oryCun2	oryCun2.fa	UTR	chr5	304082	304519	438	+	580	92.402	9	170	89	496	32	438	408	1	30
2978884_Oryctolagus_cuniculus	2978884	Oryctolagus_cuniculus	Non-primate	Lagomorph	RELIK	LTR	complete	goldenpath_oryCun2	oryCun2.fa	UTR	chr5	31385814	31386252	439	+	449	85.111	3	130	47	496	1	439	450	5	56
2978976_Oryctolagus_cuniculus	2978976	Oryctolagus_cuniculus	Non-primate	Lagomorph	RELIK	LTR	complete	goldenpath_oryCun2	oryCun2.fa	UTR	chr7	6351350	6351754	405	+	342	89.493	4	98	47	322	1	268	276	4	21
2978870_Oryctolagus_cuniculus	2978870	Oryctolagus_cuniculus	Non-primate	Lagomorph	RELIK	LTR	complete	goldenpath_oryCun2	oryCun2.fa	UTR	chr7	18517311	18517789	479	+	540	87.078	2	157	1	496	1	479	503	8	34
2699368_Oryctolagus_cuniculus	2699368	Oryctolagus_cuniculus	Non-primate	Lagomorph	RELIK	pol	complete	goldenpath_oryCun2	oryCun2.fa	ORF	chr7	42947545	42950019	2475	-	471	94.717	2	160	845	1109	171	965	265	0	14
2699339_Oryctolagus_cuniculus	2699339	Oryctolagus_cuniculus	Non-primate	Lagomorph	RELIK	pol	complete	goldenpath_oryCun2	oryCun2.fa	ORF	chr7	42951451	42952451	1001	-	433	84.231	7	145	474	733	43	813	260	1	38
2699335_Oryctolagus_cuniculus	2699335	Oryctolagus_cuniculus	Non-primate	Lagomorph	RELIK	gag	complete	goldenpath_oryCun2	oryCun2.fa	ORF	chr7	42952465	42955088	2624	-	640	89.076	0	1	83	439	248	1315	357	1	38
2978859_Oryctolagus_cuniculus	2978859	Oryctolagus_cuniculus	Non-primate	Lagomorph	RELIK	LTR	complete	goldenpath_oryCun2	oryCun2.fa	UTR	chr7	42955186	42955513	328	-	366	86.89	2	105	171	496	1	328	328	2	41
2978983_Oryctolagus_cuniculus	2978983	Oryctolagus_cuniculus	Non-primate	Lagomorph	RELIK	LTR	complete	goldenpath_oryCun2	oryCun2.fa	UTR	chr7	66090107	66090563	457	-	597	91.111	10	175	47	496	21	457	450	1	27
2978980_Oryctolagus_cuniculus	2978980	Oryctolagus_cuniculus	Non-primate	Lagomorph	RELIK	LTR	complete	goldenpath_oryCun2	oryCun2.fa	UTR	chr7	93520741	93521195	455	-	472	93.396	6	137	5	322	1	318	318	0	21
2978882_Oryctolagus_cuniculus	2978882	Oryctolagus_cuniculus	Non-primate	Lagomorph	RELIK	LTR	complete	goldenpath_oryCun2	oryCun2.fa	UTR	chr7	133947481	133947901	421	-	505	88	6	147	47	496	1	421	450	6	25
2978924_Oryctolagus_cuniculus	2978924	Oryctolagus_cuniculus	Non-primate	Lagomorph	RELIK	LTR	complete	goldenpath_oryCun2	oryCun2.fa	UTR	chr7	150030425	150030873	449	-	558	89.394	4	163	47	496	1	449	462	7	24
2978922_Oryctolagus_cuniculus	2978922	Oryctolagus_cuniculus	Non-primate	Lagomorph	RELIK	LTR	complete	goldenpath_oryCun2	oryCun2.fa	UTR	chr7	166604420	166604917	498	+	675	91.182	0	1	1	496	1	498	499	2	40
2979016_Oryctolagus_cuniculus	2979016	Oryctolagus_cuniculus	Non-primate	Lagomorph	RELIK	LTR	complete	goldenpath_oryCun2	oryCun2.fa	UTR	chr8	21259533	21259989	457	-	470	88.384	2	136	109	496	62	457	396	2	38
2978876_Oryctolagus_cuniculus	2978876	Oryctolagus_cuniculus	Non-primate	Lagomorph	RELIK	LTR	complete	goldenpath_oryCun2	oryCun2.fa	UTR	chr8	69881513	69882002	490	+	717	92.944	0	1	1	496	1	490	496	4	29
2978908_Oryctolagus_cuniculus	2978908	Oryctolagus_cuniculus	Non-primate	Lagomorph	RELIK	LTR	complete	goldenpath_oryCun2	oryCun2.fa	UTR	chr8	81129402	81129703	302	-	318	85.668	5	91	191	496	1	302	307	5	38
2979000_Oryctolagus_cuniculus	2979000	Oryctolagus_cuniculus	Non-primate	Lagomorph	RELIK	LTR	complete	goldenpath_oryCun2	oryCun2.fa	UTR	chr8	105778818	105779275	458	+	460	92.547	1	133	1	322	1	321	322	1	23
2978992_Oryctolagus_cuniculus	2978992	Oryctolagus_cuniculus	Non-primate	Lagomorph	RELIK	LTR	complete	goldenpath_oryCun2	oryCun2.fa	UTR	chr9	5681934	5682306	373	+	403	93.091	2	116	47	321	1	275	275	0	19
2978995_Oryctolagus_cuniculus	2978995	Oryctolagus_cuniculus	Non-primate	Lagomorph	RELIK	LTR	complete	goldenpath_oryCun2	oryCun2.fa	UTR	chr9	93463600	93464058	459	-	457	92.236	2	132	1	322	1	322	322	0	25
2978969_Oryctolagus_cuniculus	2978969	Oryctolagus_cuniculus	Non-primate	Lagomorph	RELIK	LTR	complete	goldenpath_oryCun2	oryCun2.fa	UTR	chr9	113102563	113103023	461	+	442	91.358	5	128	1	322	1	324	324	1	26
1433426_Oryctolagus_cuniculus	1433426	Oryctolagus_cuniculus	Non-primate	Lagomorph	RELIK	env	complete	goldenpath_oryCun2	oryCun2.fa	ORF	chrUn0002	11599487	11602048	2562	-	570	88.991	0	1	165	490	569	1549	327	1	35
2699365_Oryctolagus_cuniculus	2699365	Oryctolagus_cuniculus	Non-primate	Lagomorph	RELIK	pol	complete	goldenpath_oryCun2	oryCun2.fa	ORF	chrUn0002	11602580	11605362	2783	-	704	57.302	0	1	301	883	243	2123	630	4	219
2699318_Oryctolagus_cuniculus	2699318	Oryctolagus_cuniculus	Non-primate	Lagomorph	RELIK	gag	complete	goldenpath_oryCun2	oryCun2.fa	ORF	chrUn0002	11605595	11607641	2047	-	333	47.216	4	108	1	477	1	1422	485	7	237
2979028_Oryctolagus_cuniculus	2979028	Oryctolagus_cuniculus	Non-primate	Lagomorph	RELIK	LTR	complete	goldenpath_oryCun2	oryCun2.fa	UTR	chrUn0007	2402437	2402862	426	-	396	91.409	3	114	34	322	1	289	291	3	21
2979030_Oryctolagus_cuniculus	2979030	Oryctolagus_cuniculus	Non-primate	Lagomorph	RELIK	LTR	complete	goldenpath_oryCun2	oryCun2.fa	UTR	chrUn0010	882978	883395	418	-	344	88.889	1	98	47	322	1	288	288	1	20
2979003_Oryctolagus_cuniculus	2979003	Oryctolagus_cuniculus	Non-primate	Lagomorph	RELIK	LTR	complete	goldenpath_oryCun2	oryCun2.fa	UTR	chrUn0016	2462372	2462821	450	-	435	91.589	8	126	1	320	1	312	321	3	17
2978929_Oryctolagus_cuniculus	2978929	Oryctolagus_cuniculus	Non-primate	Lagomorph	RELIK	LTR	complete	goldenpath_oryCun2	oryCun2.fa	UTR	chrUn0016	3705422	3705891	470	+	603	89.873	2	176	27	496	1	470	474	5	40
2978843_Oryctolagus_cuniculus	2978843	Oryctolagus_cuniculus	Non-primate	Lagomorph	RELIK	LTR	complete	goldenpath_oryCun2	oryCun2.fa	UTR	chrUn0019	986400	986895	496	-	728	93.145	0	1	1	496	1	496	496	0	34
2978841_Oryctolagus_cuniculus	2978841	Oryctolagus_cuniculus	Non-primate	Lagomorph	RELIK	LTR	complete	goldenpath_oryCun2	oryCun2.fa	UTR	chrUn0041	671656	672144	489	+	660	90.946	0	1	1	496	1	489	497	3	36
2978965_Oryctolagus_cuniculus	2978965	Oryctolagus_cuniculus	Non-primate	Lagomorph	RELIK	LTR	complete	goldenpath_oryCun2	oryCun2.fa	UTR	chrUn0043	507492	507834	343	+	444	89.722	10	129	74	432	1	343	360	5	19
2978914_Oryctolagus_cuniculus	2978914	Oryctolagus_cuniculus	Non-primate	Lagomorph	RELIK	LTR	complete	goldenpath_oryCun2	oryCun2.fa	UTR	chrUn0047	1129369	1129871	503	+	662	90.711	0	1	1	496	1	503	506	6	34
2978854_Oryctolagus_cuniculus	2978854	Oryctolagus_cuniculus	Non-primate	Lagomorph	RELIK	LTR	complete	goldenpath_oryCun2	oryCun2.fa	UTR	chrUn0053	1145220	1145520	301	+	412	91.083	2	119	47	360	1	301	314	2	15
2978979_Oryctolagus_cuniculus	2978979	Oryctolagus_cuniculus	Non-primate	Lagomorph	RELIK	LTR	complete	goldenpath_oryCun2	oryCun2.fa	UTR	chrUn0057	999622	1000156	535	-	520	92.562	3	151	1	361	1	363	363	1	25
2979008_Oryctolagus_cuniculus	2979008	Oryctolagus_cuniculus	Non-primate	Lagomorph	RELIK	LTR	complete	goldenpath_oryCun2	oryCun2.fa	UTR	chrUn0058	799475	799938	464	-	442	91.411	5	128	1	321	1	326	326	3	23
2699322_Oryctolagus_cuniculus	2699322	Oryctolagus_cuniculus	Non-primate	Lagomorph	RELIK	gag	complete	goldenpath_oryCun2	oryCun2.fa	ORF	chrUn0072	250245	254088	3844	-	570	62.628	0	1	1	477	1	1458	487	5	171
2978957_Oryctolagus_cuniculus	2978957	Oryctolagus_cuniculus	Non-primate	Lagomorph	RELIK	LTR	complete	goldenpath_oryCun2	oryCun2.fa	UTR	chrUn0072	604079	604574	496	-	651	90.342	0	1	1	496	1	496	497	2	46
2699301_Oryctolagus_cuniculus	2699301	Oryctolagus_cuniculus	Non-primate	Lagomorph	RELIK	pol	complete	goldenpath_oryCun2	oryCun2.fa	ORF	chrUn0072	819266	821027	1762	-	417	73.913	6	135	822	1097	920	1747	276	0	72
2978888_Oryctolagus_cuniculus	2978888	Oryctolagus_cuniculus	Non-primate	Lagomorph	RELIK	LTR	complete	goldenpath_oryCun2	oryCun2.fa	UTR	chrUn0083	123304	123613	310	+	449	92.903	2	130	188	496	1	310	310	1	21
2978899_Oryctolagus_cuniculus	2978899	Oryctolagus_cuniculus	Non-primate	Lagomorph	RELIK	LTR	complete	goldenpath_oryCun2	oryCun2.fa	UTR	chrUn0086	102824	103145	322	-	451	91.95	6	131	1	322	1	322	323	2	24
2978857_Oryctolagus_cuniculus	2978857	Oryctolagus_cuniculus	Non-primate	Lagomorph	RELIK	LTR	complete	goldenpath_oryCun2	oryCun2.fa	UTR	chrUn0091	936830	937323	494	-	726	93.159	0	1	1	496	1	494	497	3	30
1433413_Oryctolagus_cuniculus	1433413	Oryctolagus_cuniculus	Non-primate	Lagomorph	RELIK	env	complete	goldenpath_oryCun2	oryCun2.fa	ORF	chrUn0091	937489	938728	1240	-	526	85.465	0	1	486	828	242	1240	344	2	38
2699300_Oryctolagus_cuniculus	2699300	Oryctolagus_cuniculus	Non-primate	Lagomorph	RELIK	pol	complete	goldenpath_oryCun2	oryCun2.fa	ORF	chrUn0091	938852	940167	1316	-	400	92.275	1	130	680	912	1	699	233	0	18
2699295_Oryctolagus_cuniculus	2699295	Oryctolagus_cuniculus	Non-primate	Lagomorph	RELIK	pol	complete	goldenpath_oryCun2	oryCun2.fa	ORF	chrUn0091	940452	941625	1174	-	415	86.822	9	137	302	559	7	780	258	0	34
2699320_Oryctolagus_cuniculus	2699320	Oryctolagus_cuniculus	Non-primate	Lagomorph	RELIK	pol	complete	goldenpath_oryCun2	oryCun2.fa	ORF	chrUn0113	241307	242209	903	-	410	75.779	2	136	604	885	73	903	289	4	51
2978907_Oryctolagus_cuniculus	2978907	Oryctolagus_cuniculus	Non-primate	Lagomorph	RELIK	LTR	complete	goldenpath_oryCun2	oryCun2.fa	UTR	chrUn0113	728578	729071	494	-	760	94.355	0	1	1	496	1	494	496	1	26
2978950_Oryctolagus_cuniculus	2978950	Oryctolagus_cuniculus	Non-primate	Lagomorph	RELIK	LTR	complete	goldenpath_oryCun2	oryCun2.fa	UTR	chrUn0119	576246	576503	258	+	350	91.154	2	100	239	496	1	258	260	3	19
2699326_Oryctolagus_cuniculus	2699326	Oryctolagus_cuniculus	Non-primate	Lagomorph	RELIK	pol	complete	goldenpath_oryCun2	oryCun2.fa	ORF	chrUn0119	576943	580574	3632	+	955	87.193	0	1	142	707	54	1733	570	3	59
2978897_Oryctolagus_cuniculus	2978897	Oryctolagus_cuniculus	Non-primate	Lagomorph	RELIK	LTR	complete	goldenpath_oryCun2	oryCun2.fa	UTR	chrUn0119	581482	581800	319	+	424	90.596	1	122	178	496	1	319	319	0	30
2978933_Oryctolagus_cuniculus	2978933	Oryctolagus_cuniculus	Non-primate	Lagomorph	RELIK	LTR	complete	goldenpath_oryCun2	oryCun2.fa	UTR	chrUn0129	739606	740010	405	-	612	94.074	3	179	95	496	1	405	405	2	21
2978856_Oryctolagus_cuniculus	2978856	Oryctolagus_cuniculus	Non-primate	Lagomorph	RELIK	LTR	complete	goldenpath_oryCun2	oryCun2.fa	UTR	chrUn0135	514503	514950	448	-	686	94.222	0	1	47	496	1	448	450	1	24
2978902_Oryctolagus_cuniculus	2978902	Oryctolagus_cuniculus	Non-primate	Lagomorph	RELIK	LTR	complete	goldenpath_oryCun2	oryCun2.fa	UTR	chrUn0135	718359	718753	395	+	512	90.38	3	149	109	496	1	395	395	1	31
1433423_Oryctolagus_cuniculus	1433423	Oryctolagus_cuniculus	Non-primate	Lagomorph	RELIK	env	complete	goldenpath_oryCun2	oryCun2.fa	ORF	chrUn0150	615458	618067	2610	+	1035	81.653	0	1	1	706	138	2255	714	5	115
1433406_Oryctolagus_cuniculus	1433406	Oryctolagus_cuniculus	Non-primate	Lagomorph	RELIK	env	complete	goldenpath_oryCun2	oryCun2.fa	ORF	chrUn0163	111566	113939	2374	-	959	87.842	0	1	247	827	623	2374	584	1	68
1433410_Oryctolagus_cuniculus	1433410	Oryctolagus_cuniculus	Non-primate	Lagomorph	RELIK	env	complete	goldenpath_oryCun2	oryCun2.fa	ORF	chrUn0172	549593	550674	1082	+	487	91.727	3	170	467	744	1	834	278	0	23
